Dist.Name,Latitude,Longitude,School Name,Address,ZIP,Dist.Code,Enroll,Free,% Free,Reduced,% Reduced,Eligible,% Eligible,County,Accuracy Score,Latitude,Longitude,Accuracy Score
Portland Public Schools,,,Harrison Lyseth Elem School,"175 Auburn St, Portland, ME  04103",4103,1134,519,167,32.18,20,3.85,187,36.03,Cumberland,0,43.7064575,-70.290079,1
Portland Public Schools,44.478694,-69.149559,Lincoln Middle School,"522 Stevens Ave, Portland, ME  04103",4103,1134,481,224,46.57,21,4.37,245,50.94,Cumberland,0.67,43.67577922,-70.29481156,1
Portland Public Schools,,,Longfellow School-Portland,"432 Stevens Ave, Portland, ME  04103",4103,1134,369,88,23.85,9,2.44,97,26.29,Cumberland,0,43.67399775,-70.29528492,1
Portland Public Schools,,,Lyman Moore Middle School,"171 Auburn St, Portland, ME  04103",4103,1134,501,244,48.7,33,6.59,277,55.29,Cumberland,0,43.70447,-70.28963,1
Portland Public Schools,,,Ocean Avenue School,"150 Ocean Ave, Portland, ME  04103",4103,1134,438,202,46.12,9,2.05,211,48.17,Cumberland,0,43.676422,-70.281914,1
Portland Public Schools,,,Presumpscot School,"69 Presumpscot St, Portland, ME  04103",4103,1134,282,201,71.28,14,4.96,215,76.24,Cumberland,0,43.683627,-70.260515,1
Portland Public Schools,,,Riverton School,"1600 Forest Ave, Portland, ME  04103",4103,1134,457,325,71.12,13,2.84,338,73.96,Cumberland,0,43.696804,-70.306649,1
St Brigid School,,,St Brigid School,"695 Stevens Ave, Portland, ME  04103",4103,3148,377,22,5.84,1,0.27,23,6.1,Cumberland,0,43.68173817,-70.29402483,1
Arthur R. Gould Sch--Lcydc,,,Arthur R. Gould Sch--Lcydc,"675 Westbrook St, South Portland, Me  04104",4104,1296,107,107,100,0,0,107,100,Cumberland,0,43.84649,-70.464839,0.22
Falmouth School Department,,,Falmouth Elemetary School,"58 Woodville Rd, Falmouth, ME  04105",4105,1057,897,43,4.79,14,1.56,57,6.35,Cumberland,0,43.73711477,-70.2737999,1
Falmouth School Department,,,Falmouth High School,"74 Woodville Rd, Falmouth, ME  04105",4105,1057,710,25,3.52,9,1.27,34,4.79,Cumberland,0,43.73534626,-70.27515397,1
Falmouth School Department,,,Falmouth Middle School,"52 Woodville Rd, Falmouth, ME  04105",4105,1057,518,23,4.44,8,1.54,31,5.98,Cumberland,0,43.73777797,-70.27329213,1
Me Educational Ctr For The Deaf & Hard Of Hearing,,,Governor Baxter School For The Deaf,"1 Mackworth Island, Falmouth, ME  04105",4105,1297,80,25,31.25,7,8.75,32,40,Cumberland,0,43.73928,-70.270696,0.33
Holy Cross School S Portland,,,Holy Cross School-S Portland,"436 Broadway, South Portland, ME  04106",4106,1408,142,19,13.38,3,2.11,22,15.49,Cumberland,0,43.63668058,-70.24745508,0.8
South Portland School Department,,,Daniel F. Mahoney Middle School,"240 Ocean St, South Portland, ME  04106",4106,1155,307,91,29.64,23,7.49,114,37.13,Cumberland,0,43.63497831,-70.25232683,1
South Portland School Department,,,Dora L Small Elementary School,"87 Thompson St, South Portland, ME  04106",4106,1155,329,71,21.58,21,6.38,92,27.96,Cumberland,0,43.63915025,-70.2311557,1
South Portland School Department,,,Dyer Elementary School,"52 Alfred St, South Portland, ME  04106",4106,1155,269,47,17.47,9,3.35,56,20.82,Cumberland,0,43.62357475,-70.27320294,1
South Portland School Department,,,Frank I Brown Elementary School,"37 Highland Ave, South Portland, ME  04106",4106,1155,301,85,28.24,7,2.33,92,30.56,Cumberland,0,43.63463313,-70.2475385,0.8
South Portland School Department,,,James Otis Kaler Elementary School,"165 South Kelsey St, South Portland, ME  04106",4106,1155,229,128,55.9,15,6.55,143,62.45,Cumberland,0,43.62883852,-70.26746584,1
South Portland School Department,,,Memorial Middle School,"120 Wescott Rd, South Portland, ME  04106",4106,1155,418,138,33.01,21,5.02,159,38.04,Cumberland,0,43.62723594,-70.30438481,1
South Portland School Department,,,Waldo T Skillin Elementary School,"180 Wescott Rd, South Portland, ME  04106",4106,1155,398,191,47.99,22,5.53,213,53.52,Cumberland,0,43.625878,-70.306728,1
Auburn School Department,,,Auburn Middle School,"38 Falcon Dr, Auburn, ME, 04210",4210,1007,519,248,47.78,28,5.39,276,53.18,Androscoggin,0,44.09081175,-70.24932638,1
Auburn School Department,,,Edward Little High School,"77 Harris St, Auburn, ME, 04210",4210,1007,1038,457,44.03,43,4.14,500,48.17,Androscoggin,0,44.09688318,-70.23821302,1
Auburn School Department,,,Fairview School,"397 Mino Ave, Auburn, ME, 04210",4210,1007,554,172,31.05,27,4.87,199,35.92,Androscoggin,0,44.087422,-70.243848,0.33
Auburn School Department,,,Park Avenue Elementary School,"161 Park Ave, Auburn, ME  04210",4210,1007,368,214,58.15,15,4.08,229,62.23,Androscoggin,0,44.1033372,-70.24775462,1
Auburn School Department,,,Sherwood Heights Elementary Sch,"32 Sherwood Dr, Auburn, ME, 04210",4210,1007,416,226,54.33,19,4.57,245,58.89,Androscoggin,0,44.0773083,-70.227575,1
Auburn School Department,,,Walton School,"92 Mary Carroll St, Auburn, ME, 04210",4210,1007,280,171,61.07,29,10.36,200,71.43,Androscoggin,0,44.081202,-70.219229,1
Spurwink School Inc,,,Spurwink Services--Auburn,"220 Danville Corner, Rd, Auburn, ME  04210",4210,1375,25,14,56,1,4,15,60,Androscoggin,0,,,0
Rsu 44 / Msad 44,,,Telstar High School,"284 Walkers Mills Rd, Bethel, ME  04217",4217,1238,246,123,50,21,8.54,144,58.54,Oxford,0,44.41793277,-70.76630792,1
Rsu 44 / Msad 44,,,Telstar Middle School,"284 Walkers Mills Rd, Bethel, ME  04217",4217,1238,184,90,48.91,23,12.5,113,61.41,Oxford,0,44.41793277,-70.76630792,1
Rsu 44 / Msad 44,,,Woodstock School,"224 Rumford Ave, Bryant Pond, ME  04219",4219,1238,95,45,47.37,10,10.53,55,57.89,Oxford,0,44.40620419,-70.63989304,1
Rsu 10 Western Foothills,,,Buckfield Jr-Sr High School,"160 Morrill St, Buckfield, ME  04220",4220,3159,258,140,54.26,30,11.63,170,65.89,Oxford,0,44.29266468,-70.36187364,1
Rsu 05,,,Durham Elementary School,"654 Hallowell Rd, Durham, ME  04222",4222,3158,420,89,21.19,24,5.71,113,26.9,Androscoggin,0,43.95510921,-70.14462789,0.8
Rsu 10 Western Foothills,,,T W Kelly Dirigo Middle School,"45 School St, Dixfield, ME  04224",4224,3159,173,87,50.29,19,10.98,106,61.27,Oxford,0,44.553968,-70.422541,0.33
Rsu 17/Msad 17,,,Hebron Station School,"884 Station Rd, Hebron, ME  04238",4238,1211,133,52,39.1,8,6.02,60,45.11,Oxford,0,44.22748215,-70.35109082,1
Rsu 73,,,Jay Elementary School,"12 Tiger Dr, Jay, ME  04239",4239,3198,318,169,53.14,24,7.55,193,60.69,Franklin,0,44.49478285,-70.20274344,1
Rsu 73,,,Spruce Mountain Hs North Campus (Jay Hs),"33 Community Dr, Jay, ME  04239",4239,3198,486,213,43.83,45,9.26,258,53.09,Franklin,0,44.494032,-70.202573,1
Rsu 73,,,Spruce Mountain Middle (Was Jay Middle),"23 Community Dr, Jay, ME  04239",4239,3198,396,208,52.53,34,8.59,242,61.11,Franklin,0,44.49398825,-70.20270894,1
Lewiston School Department,,,Farwell Elementary School,"84-110 Farwell St, Lewiston, ME, 04240",4240,1088,367,216,58.86,17,4.63,233,63.49,Androscoggin,0,44.09188575,-70.19562475,1
Lewiston School Department,,,Governor James B Longley Elem Sch,"145 Birch St, Lewiston, ME  04240",4240,1088,382,381,99.74,0,0,381,99.74,Androscoggin,0,44.09391818,-70.20873502,1
Lewiston School Department,,,Martel School,"880 Lisbon St, Lewiston, ME 04240",4240,1088,323,212,65.63,14,4.33,226,69.97,Androscoggin,0,44.083602,-70.201781,1
Lewiston School Department,,,Montello School,"407 East Ave, Lewiston, ME  04240",4240,1088,678,526,77.58,13,1.92,539,79.5,Androscoggin,0,44.106583,-70.188811,1
Lewiston School Department,,,Raymond A. Geiger Elementary School,"601 College St, Auburn, ME  04240",4240,1088,739,437,59.13,19,2.57,456,61.71,Androscoggin,0,44.1206545,-70.1921955,1
Lewiston School Department,,,Thomas J Mcmahon Elementary Sch,"151 North Temple St, Lewiston, ME 04240",4240,1088,645,372,57.67,17,2.64,389,60.31,Androscoggin,0,44.105438,-70.164429,1
N F I North,,,N.F.I. Dirigo Place,"98 Russell St, Lewiston, ME  04240",4240,5099,7,4,57.14,0,0,4,57.14,Androscoggin,0,44.107901,-70.200414,1
New Beginnings,,,New Beginnings Shelter,"436 Main St, Lewiston, ME  04240",4240,5702,12,12,100,0,0,12,100,Androscoggin,0,44.105087,-70.211638,1
St Dominic Academy,,,St Dominick Academy,"17 Baird Ave, Lewiston, ME  04240",4240,1360,262,12,4.58,6,2.29,18,6.87,Androscoggin,0,44.08097654,-70.19303623,1
Lisbon School Department,,,Lisbon Community School,"33 Mill St, Lisbon, ME  04250",4250,1092,644,300,46.58,59,9.16,359,55.75,Androscoggin,0,44.017655,-70.0960016,1
Lisbon School Department,,,Lisbon High School,"2 Sugg Dr, Lisbon, ME  04252",4252,1092,393,135,34.35,57,14.5,192,48.85,Androscoggin,0,44.032476,-70.068046,0.22
Lisbon School Department,,,Philip W Sugg Middle School,"4 Sugg Dr, LIsbon, ME  04252",4252,1092,268,121,45.15,33,12.31,154,57.46,Androscoggin,0,44.032476,-70.068046,0.22
Rsu 10 Western Foothills,,,Meroby Elementary School,"21 Cross St, Mexico, ME  04257",4257,3159,292,212,72.6,36,12.33,248,84.93,Oxford,0,44.556242,-70.532971,1
Rsu 10 Western Foothills,,,Mountain Valley Middle School,"58 Highland Terrace St, Mexico, ME  04257",4257,3159,283,204,72.08,28,9.89,232,81.98,Oxford,0,44.570265,-70.516131,0.33
Rumford-Region 9,,,School Of Applied Tech-Region 9,"377 River Rd, Mexico, ME  04257",4257,1278,150,84,56,7,4.67,91,60.67,Oxford,0,44.53524774,-70.50725842,1
Rsu 16,,,Minot Consolidated School,"23 Shaw Hill Rd, Minot, ME  04258",4258,3163,261,72,27.59,24,9.2,96,36.78,Androscoggin,0,44.11853981,-70.33135481,1
Rsu 02 Kennebec Intra-District,,,Henry L Cottrell School,"169 Academy Rd, Monmouth, ME  04259",4259,3156,221,83,37.56,7,3.17,90,40.72,Kennebec,0,44.26441953,-70.03070862,1
Rsu 02 Kennebec Intra-District,,,Monmouth Academy,"96 Academy St, Monmouth, ME  04259",4259,3156,220,61,27.73,11,5,72,32.73,Kennebec,0,44.25023406,-70.03778702,1
Rsu 02 Kennebec Intra-District,,,Monmouth Middle School,"117 Academy Rd, Monmouth, ME  04259",4259,3156,215,77,35.81,21,9.77,98,45.58,Kennebec,0,44.26452542,-70.03053915,1
Rsu 15/Msad 15,,,Burchard A Dunn School,"667 Morse Rd, New Gloucester, ME  04260",4260,1209,378,117,30.95,23,6.08,140,37.04,Cumberland,0,43.90483447,-70.26534947,1
Rsu 15/Msad 15,,,Memorial School,"86 Intervale Rd, New Gloucester, ME  04260",4260,1209,207,78,37.68,12,5.8,90,43.48,Cumberland,0,43.98370768,-70.29137388,1
Rsu 52/Msad 52,,,Leeds Central School,"1185 Maine 106, Leeds, ME  04263",4263,1246,189,75,39.68,19,10.05,94,49.74,Androscoggin,0,44.292089,-70.135366,0.33
Rsu 17/Msad 17,,,Guy E Rowe School,"219 Main St, Norway, ME  04268",4268,1211,475,302,63.58,33,6.95,335,70.53,Oxford,0,44.21308483,-70.540343,1
Rsu 17/Msad 17,,,Otisfield Community School,"416 Powhaton Rd, Otisfield, ME  04270",4270,1211,80,38,47.5,5,6.25,43,53.75,Oxford,0,44.117335,-70.527478,0.22
Rsu 17/Msad 17,,,Oxford Elementary School,"79 Pleasant St, Oxford, ME  04270",4270,1211,408,268,65.69,35,8.58,303,74.26,Oxford,0,44.133415,-70.494874,1
Rsu 16,,,Bruce M Whittier Middle School,"1457 Maine St, Poland, ME  04274",4274,3163,274,88,32.12,23,8.39,111,40.51,Androscoggin,0,44.07357971,-70.41401157,1
Rsu 16,,,Poland Community School,"1250 Maine St, Poland, ME  04274",4274,3163,501,184,36.73,36,7.19,220,43.91,Androscoggin,0,44.06221482,-70.39529857,1
Rsu 16,,,Poland Regional H S,"1457 Maine St, Poland, ME  04274",4274,3163,566,184,32.51,38,6.71,222,39.22,Androscoggin,0,44.07357971,-70.41401157,1
Holy Savior School,,,Holy Savior School,"115 Maine Ave, Rumford, ME  04276",4276,1394,60,2,3.33,0,0,2,3.33,Oxford,0,44.54809422,-70.55234989,1
Rsu 10 Western Foothills,,,Mountain Valley High School,"799 Hancock St, Rumford, ME  04276",4276,3159,421,266,63.18,36,8.55,302,71.73,Oxford,0,44.562829,-70.556512,1
Rsu 04,,,Oak Hill High School,"56 School Rd, Wales, ME  04280",4280,3157,450,175,38.89,36,8,211,46.89,Androscoggin,0,44.1198,-70.10755,0.22
Rsu 04,,,Oak Hill Middle School,"40 Ball Park Rd, Sabattus, ME  04280",4280,3157,326,154,47.24,32,9.82,186,57.06,Androscoggin,0,44.11194067,-70.10127271,1
Rsu 04,,,Sabattus Primary School,"36 No Name Pond Rd, Sabattus, ME  04280",4280,3157,185,85,45.95,15,8.11,100,54.05,Androscoggin,0,44.118398,-69.979484,1
Rsu 17/Msad 17,,,Oxford Hills Comprehensive H S,"256 Main St, S. Paris, ME  04281",4281,1211,1104,495,44.84,125,11.32,620,56.16,Oxford,0,44.21356786,-70.52529551,0.8
Rsu 17/Msad 17,,,Oxford Hills Middle School,"100 Pine St, S. Paris, ME  04281",4281,1211,499,267,53.51,51,10.22,318,63.73,Oxford,0,44.2191826,-70.51390131,0.8
Rsu 17/Msad 17,,,Paris Elementary School,"4 Hathaway Rd, S. Paris, ME  04281",4281,1211,446,272,60.99,36,8.07,308,69.06,Oxford,0,44.24885517,-70.52104044,1
Rsu 52/Msad 52,,,Leavitt Area High School,"21 Matthews Way, Turner, ME  04282",4282,1246,625,164,26.24,62,9.92,226,36.16,Androscoggin,0,44.26928856,-70.22652178,1
Rsu 52/Msad 52,,,Tripp Middle School,"65 Matthews Way, Turner, ME  04282",4282,1246,299,82,27.42,31,10.37,113,37.79,Androscoggin,0,44.26908078,-70.22773569,1
Rsu 52/Msad 52,,,Turner Elementary School,"91 Matthews Way, Turner, ME  04282",4282,1246,200,61,30.5,20,10,81,40.5,Androscoggin,0,44.268958,-70.228453,1
Rsu 52/Msad 52,,,Turner Primary School,"59 Cobb Rd, Turner, ME  04282",4282,1246,335,100,29.85,27,8.06,127,37.91,Androscoggin,0,44.27190995,-70.21783338,1
Rumford Group Home,,,Turner Family Support,"161 Pleasant Pond Rd, Turner, ME, 04282",4282,5728,4,4,100,0,0,4,100,Androscoggin,0,44.30669291,-70.23314573,1
Rsu 38,,,Wayne Elementary School,"48 Pond Rd, Wayne, ME  04284",4284,3173,63,31,49.21,4,6.35,35,55.56,Kennebec,0,44.35201246,-70.07091304,1
Rsu 75/Msad 75,,,Bowdoin Central School,"1460 Main St, Bowdoin, ME  04287",4287,1266,215,85,39.53,16,7.44,101,46.98,Sagadahoc,0,44.02996746,-69.94140277,1
Rsu 17/Msad 17,,,Agnes Gray School,"170 Main St, West Paris, ME  04289",4289,1211,95,61,64.21,12,12.63,73,76.84,Oxford,0,44.32672514,-70.56844943,1
Rsu 10 Western Foothills,,,Dirigo Elementary School,"117 Auburn Rd, Peru, ME  04290",4290,3159,356,221,62.08,30,8.43,251,70.51,Oxford,0,44.52359166,-70.45325672,1
Rsu 09/ Msad 09,,,Academy Hill School,"585 Depot St, Wilton, ME  04294",4294,1203,177,93,52.54,17,9.6,110,62.15,Franklin,0,44.59116149,-70.22360459,1
Rsu 09/ Msad 09,,,Gerald D Cushing School,"21 Cushing Dr, Wilton, ME  04294",4294,1203,186,100,53.76,11,5.91,111,59.68,Franklin,0,44.618873,-70.245935,0.33
Augusta Public Schools,,,Cony High School,"60 Pierce Dr, Augusta, ME  04330",4330,1008,1024,471,46,76,7.42,547,53.42,Kennebec,0,44.31189763,-69.74839821,1
Augusta Public Schools,,,Farrington School,"249 Eastern Ave, Augusta, ME  04330",4330,1008,390,232,59.49,24,6.15,256,65.64,Kennebec,0,44.30603737,-69.74862839,1
Augusta Public Schools,44.478694,-69.149559,Lincoln School,"30 Lincoln St, Augusta, ME  04330",4330,1008,275,191,69.45,9,3.27,200,72.73,Kennebec,0.67,44.3120128,-69.7817752,1
Augusta Public Schools,,,Sylvio J Gilbert School,"12 Sunset Ave, Augusta, ME  04330",4330,1008,275,181,65.82,19,6.91,200,72.73,Kennebec,0,44.332924,-69.78022997,1
N F I North,,,N.F.I. Sidney Riverbend,"3895 W River Rd, Augusta, ME  04330",4330,5099,8,4,50,0,0,4,50,Kennebec,0,44.49599365,-69.68260417,1
Rsu 12 Sheepscot Valley Regional School Unit,,,Chelsea Elementary School,"566 Togus Rd, Chelsea, ME  04330",4330,3160,233,116,49.79,19,8.15,135,57.94,Kennebec,0,44.26829884,-69.69775305,1
Rsu 18,,,James H Bean School,"2896 Middle Rd, Sidney, ME  04330",4330,3164,291,80,27.49,22,7.56,102,35.05,Kennebec,0,44.444561,-69.741083,1
Rsu 38,,,Phoenix Academy,"49 Kamich Dr, Augusta, ME  04330",4330,3173,13,13,100,0,0,13,100,Kennebec,0,44.36376929,-69.75112357,1
Spurwink School Inc,,,Spurwink School--Chelsea,"31 Spurwink Dr, Chelsea, ME   04330",4330,1375,50,43,86,3,6,46,92,Kennebec,0,44.25833367,-69.7610185,1
Rsu 02 Kennebec Intra-District,,,Hall-Dale High School,"97 Maple St, Farmingdale, ME  04344",4344,3156,308,86,27.92,13,4.22,99,32.14,Kennebec,0,44.265749,-69.800631,1
Rsu 02 Kennebec Intra-District,,,Hall-Dale Middle School,"111 Maple St, Famingdale, ME  04344",4344,3156,215,80,37.21,10,4.65,90,41.86,Kennebec,0,44.26525044,-69.80219122,1
Rsu 11/Msad 11,,,Helen Thompson School,"309 Spears Corner Rd, West Gardiner, ME  04345",4345,1205,261,79,30.27,23,8.81,102,39.08,Kennebec,0,44.22591947,-69.87743008,0.8
Rsu 11/Msad 11,,,Laura E Richards School,"279 Brunswick Ave, Gardiner, ME  04345",4345,1205,182,102,56.04,6,3.3,108,59.34,Kennebec,0,44.21867308,-69.78044225,1
Rsu 11/Msad 11,,,River View Community School,"821 River Rd, Gardiner, ME  04345",4345,1205,186,87,46.77,15,8.06,102,54.84,Kennebec,0,44.17726525,-69.77254221,1
Rsu 11/Msad 11,,,Teresa C Hamlin Elem School,"17 School St, Randolph, ME  04346",4346,1205,67,35,52.24,9,13.43,44,65.67,Kennebec,0,44.23466,-69.75061,0.33
Rsu 02 Kennebec Intra-District,,,Hall-Dale Elementary School,"26 Garden Ln, Hallowell, ME  04347",4347,3156,323,106,32.82,10,3.1,116,35.91,Kennebec,0,44.2859,-69.79088,0.33
Fayette School Department,,,Fayette Central School,"2023 Main St, Fayette, ME  04349",4349,1058,77,17,22.08,9,11.69,26,33.77,Kennebec,0,44.40778738,-70.03683894,1
Becket Family Of Services,,,Becket - Litchfield,"224 Pine Tree Rd, Litchfield, ME  04350",4350,5027,10,10,100,0,0,10,100,Kennebec,0,44.17410131,-69.92603125,1
Rsu 04,,,Carrie Ricker Middle School,"573 Richmond Rd, Litchfield Rd, Litchfield, ME  04350",4350,3157,316,150,47.47,26,8.23,176,55.7,Kennebec,0,,,0
Rsu 04,,,Libby-Tozier School,"466 Academy Rd, Litchfield, ME  04350",4350,3157,205,98,47.8,13,6.34,111,54.15,Kennebec,0,44.12933551,-69.96604204,1
Rsu 38,,,Mt Vernon Elementary School,"1507 N Rd, Mt Vernon, ME  04352",4352,3173,129,54,41.86,9,6.98,63,48.84,Kennebec,0,44.461522,-69.986762,0.22
Rsu 12 Sheepscot Valley Regional School Unit,,,Palermo Consolidated School,"501 Rt 3, Palermo, ME  04354",4354,3160,134,34,25.37,19,14.18,53,39.55,Waldo,0,44.39559,-69.4168,0.33
Rsu 38,,,Maranacook Community High Sch,"2250 Millard Harrison Dr, Readfield, ME  04355",4355,3173,418,92,22.01,40,9.57,132,31.58,Kennebec,0,44.26176708,-69.942105,1
Rsu 38,,,Maranacook Community Middle Sch,"2100 Millard Harrison Dr, Readfield, ME  04355",4355,3173,278,78,28.06,18,6.47,96,34.53,Kennebec,0,44.27072177,-69.94291125,1
Rsu 02 Kennebec Intra-District,,,Marcia Buker School,"28 High St, Richmond, ME  04357",4357,3156,239,104,43.51,14,5.86,118,49.37,Sagadahoc,0,44.08797469,-69.80591908,0.8
Erskine Academy,,,Erskine Academy,"309 Windsor Rd, South China, ME  04358",4358,1332,570,138,24.21,50,8.77,188,32.98,Kennebec,0,44.37117577,-69.57470362,1
Rsu 18,,,China Middle School,"773 Lakeview Dr, South China, ME  04358",4358,3164,207,101,48.79,15,7.25,116,56.04,Kennebec,0,44.44360471,-69.52614778,1
Rsu 18,,,China Primary School,"763 Lakeview Dr, South China, ME  04358",4358,3164,282,137,48.58,20,7.09,157,55.67,Kennebec,0,44.44381995,-69.52606546,1
Bangor School Department,,,Abraham Lincoln School,"45 Forest Ave, Bangor, ME  04401",4401,1011,235,122,51.91,11,4.68,133,56.6,Penobscot,0,44.804935,-68.762746,1
Bangor School Department,,,Bangor High School,"885 Broadway, Bangor, ME  04401",4401,1011,1188,457,38.47,67,5.64,524,44.11,Penobscot,0,44.829771,-68.785328,1
Bangor School Department,,,Downeast School,"100 Moosehead Blvd, Bangor, ME  04401",4401,1011,383,348,90.86,19,4.96,367,95.82,Penobscot,0,44.84184026,-68.81795342,1
Bangor School Department,,,Fourteenth Street School,"224 Fourteenth St, Bangor, ME  04401",4401,1011,155,43,27.74,17,10.97,60,38.71,Penobscot,0,44.848517,-68.850405,0.33
Bangor School Department,,,Fruit Street School,"175 Fruit St, Bangor, ME  04401",4401,1011,346,110,31.79,16,4.62,126,36.42,Penobscot,0,44.81103183,-68.75704169,1
Bangor School Department,,,James F. Doughty School,"143 5th St, Bangor, ME  04401",4401,1011,395,234,59.24,19,4.81,253,64.05,Penobscot,0,44.797907,-68.782454,1
Bangor School Department,,,Mary Snow School,"435 Broadway, Bangor, ME  04401",4401,1011,250,77,30.8,10,4,87,34.8,Penobscot,0,44.81719,-68.77335833,1
Bangor School Department,,,Vine Street School,"66 Vine St, Bangor, ME  04401",4401,1011,208,118,56.73,12,5.77,130,62.5,Penobscot,0,44.79473867,-68.78318633,1
Bangor School Department,,,William S. Cohen School,"304 Garland St, Bangor, ME  04401",4401,1011,401,132,32.92,18,4.49,150,37.41,Penobscot,0,44.81010844,-68.75677918,0.8
East Millinocket School Department,,,Schenck High School,"991 Hudson Rd, Glenburn, ME  04401",4401,1052,133,48,36.09,17,12.78,65,48.87,Penobscot,0,44.91817321,-68.84896305,1
Hermon School Department,,,Hermon Elementary School,"235 Billings Rd, Hermon, ME  04401",4401,1074,381,74,19.42,17,4.46,91,23.88,Penobscot,0,44.82089673,-68.8961608,1
Hermon School Department,,,Hermon High School,"2415 US 2, Hermon, ME  04401",4401,1074,498,97,19.48,24,4.82,121,24.3,Penobscot,0,44.81007,-68.913372,0.27
Hermon School Department,,,Hermon Middle School,"29 Billings Rd, Hermon, ME   04401",4401,1074,274,66,24.09,11,4.01,77,28.1,Penobscot,0,44.81044988,-68.91130613,1
N F I North,,,N.F.I. Summit View,"68 Summit Ave, Bangor, ME  04401",4401,5099,4,2,50,0,0,2,50,Penobscot,0,44.81206322,-68.74983948,0.8
Veazie Public Schools,,,Veazie Community School,"1040 School St, Veazie, ME  04401",4401,1167,174,52,29.89,2,1.15,54,31.03,Penobscot,0,44.838681,-68.705312,0.27
Airline Csd,,,Airline Community School,"26 Great Pond Rd, Aurora, ME  04408",4408,1284,37,15,40.54,4,10.81,19,51.35,Hancock,0,44.8644045,-68.30656575,1
Rsu 34 Old Town/ Alton/ Bradley,,,Viola Rand School,"55 Highland Ave, Bradley, ME  04411",4411,3172,79,31,39.24,3,3.8,34,43.04,Penobscot,0,44.914946,-68.625688,0.33
Brewer School Department,,,Brewer Community School,"92 Pendleton St, Brewer, ME  04412",4412,1021,973,381,39.16,77,7.91,458,47.07,Penobscot,0,44.7752115,-68.77024,1
Brewer School Department,,,Brewer High School,"79 Parkway South, Brewer, ME  04412",4412,1021,704,227,32.24,54,7.67,281,39.91,Penobscot,0,44.7805576,-68.7582978,1
Rsu 25,,,Bucksport High School,"102 Broadway, Bucksport, ME 04416",4416,3170,293,98,33.45,22,7.51,120,40.96,Hancock,0,44.57584412,-68.78203774,1
Rsu 25,,,Bucksport Middle School,"100 Miles Lane, Bucksport, ME  04416",4416,3170,319,141,44.2,29,9.09,170,53.29,Hancock,0,44.577579,-68.780239,1
Rsu 25,,,G Herbert Jewett School,"66 Bridge St, Bucksport, ME  04416",4416,3170,149,81,54.36,13,8.72,94,63.09,Hancock,0,44.57571169,-68.78692062,1
Rsu 25,,,Miles Lane School,"52 Miles Lane, Bucksport, ME  04416",4416,3170,304,142,46.71,21,6.91,163,53.62,Hancock,0,44.57658502,-68.78063295,0.8
Greenbush School Department,,,Helen S Dunn Elementary School,"129 Military Rd, Greenbush, ME  04418",4418,1069,136,85,62.5,23,16.91,108,79.41,Penobscot,0,45.124454,-68.608639,1
Rsu 87/Msad 23,,,Caravel Middle School,"520 Irish Rd, Carmel, ME  04419",4419,1217,220,79,35.91,29,13.18,108,49.09,Penobscot,0,44.83584763,-69.01889425,1
Rsu 87/Msad 23,,,Carmel Elementary School,"50 Plymouth Rd, Carmel, ME  04419",4419,1217,194,76,39.18,30,15.46,106,54.64,Penobscot,0,44.8063455,-68.9950355,1
Castine School Department,,,Adams School,"27 School St, Castine, ME  04421",4421,1032,49,16,32.65,0,0,16,32.65,Hancock,0,44.415639,-68.792883,0.33
Mountain View Youth Dev Ctr,,,Mountain View Youth Dev Ctr,"1182 Dover Rd, Charleston, ME  04422",4422,1298,83,83,100,0,0,83,100,Penobscot,0,45.0929126,-69.09174091,1
Rsu 68/Msad 68,,,Se Do Mo Cha Elementary School,"63 Harrison Ave, Dover-Foxcroft, ME  04426",4426,1261,353,189,53.54,37,10.48,226,64.02,Piscataquis,0,45.19557538,-69.22892508,1
Rsu 68/Msad 68,,,Se Do Mo Cha Middle School,"63 Harrison Ave, Dover-Foxcroft, ME  04426",4426,1261,268,119,44.4,33,12.31,152,56.72,Piscataquis,0,45.19557538,-69.22892508,1
Rsu 64/Msad 64,,,Morison Memorial School,"386 Main St, Corinth, ME  04427",4427,1258,180,88,48.89,17,9.44,105,58.33,Penobscot,0,44.99872067,-69.02114578,1
Dedham School Department,,,Dedham School,"2065 Main Rd, Dedham, ME  04429",4429,1046,179,37,20.67,7,3.91,44,24.58,Hancock,0,44.72690411,-68.90705711,1
Rsu 63/Msad 63,,,Holbrook School,"202 Kidder Hill Rd, Holden, ME  04429",4429,1257,257,63,24.51,13,5.06,76,29.57,Penobscot,0,44.74757975,-68.61359925,1
Rsu 63/Msad 63,,,Holden School,"590 Main Rd, Holden, ME  04429",4429,1257,168,40,23.81,8,4.76,48,28.57,Penobscot,0,44.75193613,-68.65640195,1
Augusta Public Schools,,,Lillian Parks Hussey School,"12 Gedney St, Augusta, ME  04430",4430,1008,204,91,44.61,11,5.39,102,50,Kennebec,0,45.62555,-68.57388,0.22
East Millinocket School Department,,,Opal Myrick Elementary School,"6 Beech St, East Millinocket, ME  04430",4430,1052,130,84,64.62,10,7.69,94,72.31,Penobscot,0,45.62563,-68.575932,1
Rsu 19,,,Etna-Dixmont School,"2100 Dixmont Rd, Etna, ME  04434",4434,3165,258,110,42.64,40,15.5,150,58.14,Penobscot,0,44.8209,-69.11116,0.33
