dist-code,dist-name,origname,name,enroll,free,free-percent,reduced,reduced-percent,eligible,eligible-percent
506,Zzz Sad 06,Zzz H B Emery Jr Memorial Sch,H B Emery Jr Memorial Sch,190,75,39.47,30,15.79,105,55.26
506,Zzz Sad 06,Zzz Hollis Consolidated School,Hollis Consolidated School,39,12,30.77,6,15.38,18,46.15
506,Zzz Sad 06,Zzz Hollis School,Hollis School,339,89,26.25,34,10.03,123,36.28
506,Zzz Sad 06,Zzz Jack Memorial School,Jack Memorial School,186,69,37.1,19,10.22,88,47.31
506,Zzz Sad 06,Zzz Samuel D Hanson School,Samuel D Hanson School,97,28,28.87,13,13.4,41,42.27
535,Zzz Sad 35,Zzz Central School Sad 35,Central School Sad 35,471,47,9.98,12,2.55,59,12.53
535,Zzz Sad 35,Zzz Eliot Elementary School,Eliot Elementary School,330,27,8.18,5,1.52,32,9.7
535,Zzz Sad 35,Zzz Marshwood Great Works Prior Sy08 Mi,Marshwood Great Works Prior Sy08 Mi,371,40,10.78,17,4.58,57,15.36
535,Zzz Sad 35,Zzz Marshwood High School,Marshwood High School,789,0,0,0,0,0,0
535,Zzz Sad 35,Zzz Marshwood Middle Prior Sy08 Was Jr.,Marshwood Middle Prior Sy08 Was Jr.,568,59,10.39,27,4.75,86,15.14
555,Zzz Sad 55,Zzz Cornish Elementary School,Cornish Elementary School,70,19,27.14,6,8.57,25,35.71
555,Zzz Sad 55,Zzz Fred W Morrill School,Fred W Morrill School,53,20,37.74,8,15.09,28,52.83
557,Zzz Sad 57,Zzz Alfred Elementary School,Alfred Elementary School,212,31,14.62,7,3.3,38,17.92
557,Zzz Sad 57,Zzz Line Elementary,Line Elementary,381,135,35.43,29,7.61,164,43.04
557,Zzz Sad 57,Zzz Lyman Elementary School,Lyman Elementary School,328,77,23.48,15,4.57,92,28.05
557,Zzz Sad 57,Zzz Massabesic High School,Massabesic High School,1199,225,18.77,105,8.76,330,27.52
557,Zzz Sad 57,Zzz Massabesic Middle School,Massabesic Middle School,753,184,24.44,85,11.29,269,35.72
557,Zzz Sad 57,Zzz Shapleigh Memorial School,Shapleigh Memorial School,187,41,21.93,16,8.56,57,30.48
557,Zzz Sad 57,Zzz Waterboro Elementary School,Waterboro Elementary School,460,125,27.17,60,13.04,185,40.22
560,Zzz Sad 60,Zzz Lebanon School,Lebanon School,485,173,35.67,51,10.52,224,46.19
560,Zzz Sad 60,Zzz Noble 6 School,Noble 6 School,331,78,23.56,41,12.39,119,35.95
560,Zzz Sad 60,Zzz Noble High School,Noble High School,1066,198,18.57,71,6.66,269,25.23
560,Zzz Sad 60,Zzz Noble Middle School,Noble Middle School,506,120,23.72,50,9.88,170,33.6
560,Zzz Sad 60,Zzz North Berwick Elem Sch,North Berwick Elem Sch,290,57,19.66,22,7.59,79,27.24
560,Zzz Sad 60,Zzz Vivian E. Hussey Primary,Vivian E. Hussey Primary,408,85,20.83,44,10.78,129,31.62
571,Zzz Sad 71,Zzz Kennebunk Elem,Kennebunk Elem,474,52,10.97,16,3.38,68,14.35
571,Zzz Sad 71,Zzz Kennebunk High School,Kennebunk High School,816,91,11.15,23,2.82,114,13.97
571,Zzz Sad 71,Zzz Kennebunkport Consolidated Sch,Kennebunkport Consolidated Sch,215,22,10.23,10,4.65,32,14.88
571,Zzz Sad 71,Zzz Middle School Of The Kennebunks,Middle School Of The Kennebunks,539,68,12.62,26,4.82,94,17.44
571,Zzz Sad 71,Zzz Sea Road School,Sea Road School,232,33,14.22,15,6.47,48,20.69
381,Zzz Sanford,Zzz Carl J Lamb School,Carl J Lamb School,529,230,43.48,50,9.45,280,52.93
381,Zzz Sanford,Zzz Emerson School,Emerson School,122,84,68.85,10,8.2,94,77.05
381,Zzz Sanford,Zzz Lafayette School,Lafayette School,107,68,63.55,12,11.21,80,74.77
381,Zzz Sanford,"Zzz Margaret Chase Smith School, San","Margaret Chase Smith School, San",349,130,37.25,34,9.74,164,46.99
381,Zzz Sanford,Zzz Sanford High School,Sanford High School,1309,417,31.86,66,5.04,483,36.9
381,Zzz Sanford,Zzz Sanford Jr High School,Sanford Jr High School,511,192,37.57,38,7.44,230,45.01
381,Zzz Sanford,Zzz Willard School,Willard School,454,242,53.3,31,6.83,273,60.13
812,Zzz St. James School,Zzz St. James School,St. James School,267,9,3.37,2,0.75,11,4.12
832,Zzz St.Thomas School Lunch Program,Zzz St Thomas School,St Thomas School,168,8,4.76,7,4.17,15,8.93
724,Zzz Sweetser Childrens Serv.,Zzz Kennebunk Day St Transistional Li,Kennebunk Day St Transistional Li,5,5,100,0,0,5,100
724,Zzz Sweetser Childrens Serv.,Zzz Saco Family Focus,Saco Family Focus,5,3,60,0,0,3,60
724,Zzz Sweetser Childrens Serv.,Zzz Sanford Transisitional Living,Sanford Transisitional Living,6,3,50,0,0,3,50
724,Zzz Sweetser Childrens Serv.,Zzz Sweetser Childrens Service,Sweetser Childrens Service,45,39,86.67,0,0,39,86.67
918,Zzz Wells-Ogunquit Csd,Zzz Wells Elementary School,Wells Elementary School,537,63,11.73,30,5.59,93,17.32
918,Zzz Wells-Ogunquit Csd,Zzz Wells High School,Wells High School,520,69,13.27,30,5.77,99,19.04
918,Zzz Wells-Ogunquit Csd,Zzz Wells Junior High School,Wells Junior High School,456,69,15.13,33,7.24,102,22.37
492,Zzz York,Zzz Coastal Ridge Elementary,Coastal Ridge Elementary,341,21,6.16,7,2.05,28,8.21
492,Zzz York,Zzz Village Elementary School York,Village Elementary School York,328,21,6.4,8,2.44,29,8.84
492,Zzz York,Zzz York High School,York High School,616,50,8.12,19,3.08,69,11.2
492,Zzz York,Zzz York Middle School,York Middle School,623,44,7.06,17,2.73,61,9.79
703,Zzz Youth Alternatives,Zzz Bass House,Bass House,6,6,100,0,0,6,100
